tipo,potencia_watts,altura_metros,estado,sensores_luminosidad_lux,sensores_movimiento,sensores_temperatura_c,sensores_humedad_pct,eficiencia_lumens_por_watt,eficiencia_vida_util_restante_pct,registro_fecha_instalacion
Halógena,75,9.15,Apagada,147,True,28.8,47.8,120.58,45.0,2023-07-20
Halógena,50,8.39,Apagada,120,True,31.4,41.5,96.53,87.9,2024-08-11
Led,50,8.98,Encendida,93,False,21.1,55.9,98.03,39.2,2024-10-31
Halógena,150,9.21,Apagada,96,False,31.7,79.0,127.66,62.7,2023-11-04
Halógena,50,7.24,Fallando,112,True,21.6,76.7,124.7,74.1,2025-04-11
Halógena,50,9.06,Encendida,176,False,32.3,43.8,112.33,52.5,2024-06-24
Halógena,50,6.0,Fallando,296,True,24.8,54.0,102.18,67.8,2023-10-15
Halógena,100,9.55,Apagada,63,True,25.7,60.1,104.21,78.4,2024-06-16
Incandescente,100,9.25,Encendida,78,False,34.3,72.8,94.01,84.0,2025-03-15
Halógena,150,7.59,Encendida,222,True,25.1,53.8,96.03,41.8,2024-09-19
Halógena,150,6.66,Encendida,263,False,31.0,67.8,105.88,88.1,2023-10-16
Halógena,50,9.54,Apagada,238,True,34.7,47.9,125.04,71.5,2024-10-23
Incandescente,75,7.82,Apagada,265,False,27.1,68.8,123.25,89.4,2025-05-24
Halógena,75,8.56,Apagada,216,False,23.2,76.7,121.15,80.6,2025-06-22
Incandescente,50,7.85,Fallando,205,False,23.7,59.7,99.71,50.1,2024-04-30
Halógena,50,9.84,Encendida,266,False,33.3,50.1,94.86,71.9,2023-12-23
Halógena,150,6.18,Apagada,118,False,32.6,75.7,98.68,73.2,2024-04-30
Led,75,6.35,Encendida,114,False,28.0,42.2,99.28,41.1,2025-05-10
Halógena,50,7.47,Apagada,237,False,24.3,47.8,112.21,58.5,2023-11-09
Halógena,75,7.39,Fallando,123,True,26.4,77.6,125.28,64.8,2024-01-22
Halógena,100,7.94,Encendida,250,False,24.3,44.3,120.37,76.0,2023-11-15
Incandescente,50,9.38,Encendida,139,False,29.1,63.5,120.59,77.7,2024-03-03
Led,150,8.51,Encendida,232,True,33.4,41.7,111.1,79.6,2024-12-23
Led,50,6.49,Fallando,138,False,27.6,64.4,111.41,77.4,2025-03-27
Halógena,150,9.73,Fallando,201,True,21.6,66.3,91.87,72.0,2024-10-24
Halógena,50,8.57,Apagada,63,True,24.5,67.8,119.76,70.2,2024-09-12
Incandescente,100,7.03,Encendida,229,True,23.9,69.6,125.93,52.4,2024-02-15
Incandescente,150,6.85,Apagada,104,False,25.7,67.4,112.4,67.2,2024-08-12
Halógena,100,7.24,Encendida,226,True,28.4,62.8,98.07,58.2,2023-12-31
Halógena,75,6.74,Fallando,130,False,24.4,41.4,118.82,71.1,2024-06-16
Incandescente,50,7.02,Encendida,245,True,24.7,42.2,120.25,79.5,2025-02-21
Halógena,150,7.76,Encendida,105,True,32.1,73.6,115.49,39.4,2024-01-09
Incandescente,75,9.25,Encendida,288,False,21.1,60.2,123.16,78.1,2024-09-04
Led,100,9.64,Encendida,275,False,34.8,60.4,113.48,40.1,2023-08-31
Incandescente,100,6.36,Apagada,266,True,26.8,48.2,95.19,50.0,2023-11-02
Halógena,150,8.83,Encendida,124,False,22.6,79.1,100.72,70.4,2024-03-30
Incandescente,150,6.39,Fallando,64,False,20.8,64.8,101.97,78.1,2024-12-11
Incandescente,150,8.28,Fallando,87,False,29.7,64.4,118.49,78.4,2024-10-29
Incandescente,75,8.33,Apagada,281,False,25.6,50.1,108.47,59.3,2025-03-13
Halógena,50,7.12,Encendida,178,True,23.9,70.2,120.9,49.4,2023-12-28
Halógena,100,6.46,Apagada,69,False,21.2,78.3,106.28,46.3,2024-08-11
Incandescente,75,8.84,Encendida,265,True,30.0,46.4,117.42,30.0,2024-12-18
Incandescente,50,9.42,Apagada,151,True,30.8,72.1,124.15,51.8,2025-06-11
Incandescente,100,6.08,Fallando,211,False,26.9,43.3,113.87,35.8,2024-02-09
Halógena,75,6.32,Fallando,153,True,27.7,74.5,122.01,50.9,2024-11-13
Halógena,75,6.94,Encendida,225,True,23.9,73.9,120.06,35.7,2025-06-15
Incandescente,100,8.73,Encendida,243,False,25.2,74.4,111.52,69.7,2024-06-25
Led,75,7.98,Encendida,50,False,28.9,68.4,117.83,89.1,2023-07-30
Halógena,75,8.92,Encendida,165,False,31.6,53.6,97.02,57.6,2025-05-20
Halógena,50,7.81,Encendida,174,False,33.2,62.3,117.41,87.6,2023-09-15
Led,50,9.59,Apagada,126,False,30.3,62.4,102.48,82.5,2024-07-22
Incandescente,75,8.38,Encendida,280,False,23.5,75.4,93.07,38.4,2024-08-18
Halógena,75,6.8,Encendida,296,True,27.0,74.6,118.88,63.2,2024-05-22
Halógena,50,7.58,Encendida,294,False,28.3,41.3,101.85,38.3,2024-12-03
Halógena,50,9.17,Encendida,82,True,26.6,55.1,118.38,64.1,2024-04-05
Halógena,50,9.01,Encendida,75,True,32.8,40.6,104.62,43.1,2023-12-22
Halógena,50,9.68,Apagada,266,True,24.4,52.3,95.22,69.6,2024-12-16
Halógena,150,7.36,Apagada,248,False,23.6,72.6,94.01,88.1,2023-10-27
Led,75,7.28,Encendida,190,True,31.5,65.3,119.4,40.3,2024-10-27
Incandescente,50,7.17,Encendida,130,True,27.0,53.2,120.79,60.7,2023-08-21
Incandescente,75,8.52,Encendida,137,True,30.9,49.6,116.82,57.2,2025-04-27
Led,50,6.62,Apagada,211,False,32.4,45.6,95.94,55.0,2025-02-11
Incandescente,100,8.35,Encendida,116,True,25.2,46.2,110.04,64.6,2023-12-27
Halógena,50,7.86,Apagada,110,False,33.2,44.5,92.23,41.0,2025-01-03
Led,100,8.11,Apagada,180,False,34.3,42.6,116.73,83.3,2024-12-31
Halógena,50,8.63,Encendida,176,True,24.4,44.5,99.17,46.6,2025-01-12
Incandescente,100,8.18,Fallando,77,True,25.1,59.7,91.74,42.8,2024-06-26
Incandescente,100,7.2,Encendida,151,True,23.1,69.5,96.69,42.3,2024-09-06
Incandescente,50,8.36,Apagada,300,True,22.3,60.4,100.84,54.4,2023-11-13
Halógena,100,8.44,Encendida,161,False,27.5,68.0,125.52,62.5,2024-05-14
Led,50,9.08,Encendida,197,False,28.1,42.8,127.47,74.2,2024-10-20
Halógena,50,7.98,Apagada,154,False,20.7,53.2,113.35,73.5,2025-03-31
Led,150,9.83,Encendida,66,True,26.9,77.4,90.91,82.8,2024-10-29
Incandescente,50,8.06,Encendida,75,False,34.0,46.0,107.65,79.7,2025-01-08
Led,75,6.62,Apagada,264,False,27.5,60.2,102.88,52.4,2024-01-21
Halógena,75,9.7,Apagada,196,True,31.5,78.7,118.64,46.9,2024-06-27
Halógena,75,9.87,Apagada,127,True,26.5,41.2,91.38,79.2,2023-11-24
Halógena,75,10.0,Encendida,298,False,20.7,58.7,127.77,55.4,2023-07-10
Halógena,75,9.5,Encendida,50,False,27.4,78.0,127.19,37.9,2024-09-04
Incandescente,50,6.55,Encendida,191,False,31.9,79.5,105.23,72.4,2024-05-17
Halógena,50,6.42,Apagada,158,False,29.8,58.4,102.93,35.0,2023-10-30
Halógena,75,8.49,Encendida,77,True,34.5,67.6,123.87,42.9,2024-07-26
Led,100,6.65,Encendida,292,True,31.0,78.4,91.68,69.4,2024-10-20
Halógena,100,7.79,Apagada,140,False,21.3,64.4,92.08,43.2,2024-02-07
Halógena,75,6.02,Encendida,89,True,20.6,58.0,125.69,48.5,2024-01-01
Incandescente,75,9.79,Encendida,134,False,27.1,71.8,111.15,81.5,2024-04-10
Halógena,50,9.37,Apagada,94,True,32.3,47.5,101.65,64.9,2024-08-18
Halógena,100,6.96,Apagada,137,True,27.6,65.0,116.59,87.0,2023-10-27
Halógena,50,9.31,Encendida,125,False,21.8,67.5,119.21,51.8,2024-04-25
Halógena,150,6.6,Encendida,113,False,27.7,47.6,99.68,59.3,2024-06-15
Led,50,9.89,Apagada,89,False,30.0,70.0,95.04,42.4,2023-08-22
Incandescente,50,7.16,Encendida,165,True,25.1,69.3,101.32,73.3,2023-12-19
Halógena,150,6.94,Encendida,282,False,21.1,68.9,98.48,78.1,2025-01-17
Incandescente,75,8.66,Fallando,195,False,31.0,78.2,101.99,44.0,2024-09-13
Incandescente,75,8.52,Encendida,248,True,20.1,57.3,107.05,62.1,2023-11-04
Incandescente,100,9.47,Fallando,188,False,34.2,58.8,91.72,32.1,2023-10-31
Led,100,8.61,Encendida,170,False,30.6,52.3,123.96,40.5,2024-09-20
Incandescente,50,9.64,Fallando,264,True,25.4,56.9,97.97,89.5,2024-10-04
Halógena,75,7.59,Fallando,96,True,31.4,78.2,126.76,64.6,2024-10-25
Halógena,75,7.59,Encendida,107,True,32.8,53.6,109.83,71.1,2025-06-09
Halógena,50,6.07,Encendida,119,False,26.9,59.9,95.6,83.1,2024-07-04
Halógena,150,8.56,Encendida,106,False,24.7,67.1,120.24,76.0,2023-12-29
Incandescente,75,6.29,Encendida,187,False,20.5,72.1,96.96,85.6,2023-11-09
Halógena,50,6.13,Encendida,266,True,32.2,71.0,101.35,47.3,2025-06-04
Incandescente,100,8.15,Apagada,56,True,22.6,71.1,129.26,36.8,2025-04-18
Halógena,100,8.5,Apagada,89,True,28.3,56.9,96.88,38.7,2023-12-31
Halógena,150,9.92,Fallando,226,True,31.6,75.7,96.98,86.2,2024-12-30
Incandescente,50,9.94,Encendida,297,True,28.4,57.3,96.12,32.3,2024-08-16
Halógena,100,7.4,Fallando,178,True,27.6,76.6,118.04,45.7,2025-06-08
Halógena,75,7.42,Encendida,246,False,27.3,64.4,129.84,42.1,2023-08-02
Incandescente,150,8.36,Apagada,203,True,30.9,41.4,101.98,51.6,2024-08-24
Led,150,9.76,Fallando,171,False,22.5,49.4,91.41,32.9,2024-07-29
Halógena,75,9.17,Apagada,274,True,20.6,42.3,94.14,59.7,2024-03-24
Halógena,50,9.43,Fallando,242,False,31.5,61.1,92.1,53.4,2024-02-19
Incandescente,75,7.06,Fallando,287,False,24.9,60.6,105.09,64.4,2024-02-05
Incandescente,75,7.24,Apagada,255,False,31.8,63.6,127.23,80.1,2025-01-04
Incandescente,100,7.88,Apagada,110,True,31.6,59.7,103.65,30.4,2024-05-07
Incandescente,150,6.33,Apagada,270,True,24.3,44.0,92.4,36.1,2024-05-19
Halógena,50,9.71,Fallando,167,True,26.4,63.6,97.22,37.5,2024-06-17
Led,50,8.8,Encendida,121,False,33.2,71.5,102.25,54.8,2024-06-20
Halógena,50,8.93,Encendida,145,False,28.9,52.3,118.33,79.8,2023-08-29
Led,50,7.08,Apagada,279,True,32.0,62.2,125.9,61.6,2025-04-24
Halógena,150,9.89,Encendida,147,False,27.4,67.3,92.56,60.4,2024-11-26
Halógena,150,9.6,Fallando,118,False,34.6,65.5,96.73,80.3,2025-02-27
Incandescente,50,9.12,Encendida,77,False,22.1,43.3,115.36,54.6,2023-11-02
Incandescente,150,8.59,Apagada,141,False,21.8,63.1,101.89,85.9,2024-05-25
Halógena,50,9.27,Encendida,121,False,24.3,77.5,122.98,64.2,2024-01-23
Led,150,8.96,Apagada,287,True,24.1,69.8,99.3,51.5,2024-02-21
Halógena,50,7.61,Encendida,219,True,28.2,68.9,114.47,45.1,2024-01-21
Incandescente,50,8.8,Encendida,225,True,33.8,67.6,96.65,33.9,2024-12-13
Halógena,75,6.56,Encendida,253,False,26.3,61.8,115.14,43.3,2024-08-30
Halógena,50,9.24,Encendida,287,False,24.9,77.4,94.48,56.5,2023-10-20
Halógena,50,7.71,Encendida,267,False,26.6,50.8,126.98,78.0,2024-06-02
Led,100,7.72,Encendida,207,False,21.5,63.0,105.89,65.0,2024-08-03
Halógena,50,7.44,Apagada,67,True,34.9,78.3,113.68,70.4,2023-09-08
Incandescente,150,8.56,Encendida,112,True,31.8,73.1,118.0,63.1,2025-01-23
Halógena,50,9.21,Encendida,240,False,20.2,40.7,106.23,43.0,2025-06-18
Halógena,75,6.2,Encendida,135,False,24.8,46.5,99.71,48.0,2024-04-07
Halógena,100,8.56,Encendida,113,True,28.7,74.9,94.41,57.7,2024-03-02
Halógena,100,9.35,Encendida,127,False,32.1,74.1,109.66,60.5,2024-06-26
Halógena,100,7.57,Apagada,242,False,20.9,57.0,106.13,82.5,2023-08-03
Halógena,100,7.12,Fallando,137,True,20.6,43.2,118.59,86.6,2024-03-11
Halógena,50,7.31,Apagada,168,True,23.3,53.7,120.13,68.5,2023-10-29
Led,100,7.76,Fallando,89,False,28.2,74.9,111.72,70.0,2023-08-13
Incandescente,150,9.5,Encendida,143,False,20.8,63.2,129.82,79.1,2025-05-08
Incandescente,75,6.75,Fallando,123,False,32.4,54.1,110.78,47.9,2024-01-22
Incandescente,75,9.09,Apagada,288,True,22.9,79.6,127.32,78.9,2024-09-06
Led,50,7.31,Fallando,142,True,27.1,61.6,91.72,76.6,2024-09-09
Halógena,100,6.47,Encendida,128,False,27.3,51.1,111.75,86.0,2024-06-01
Incandescente,100,7.33,Fallando,266,True,21.2,44.9,104.7,47.2,2024-09-19
Halógena,100,8.96,Encendida,98,True,30.6,78.9,115.34,36.8,2025-01-21
Led,150,9.11,Encendida,61,True,27.5,44.1,108.37,31.8,2024-04-02
Halógena,150,7.24,Fallando,213,False,28.5,56.9,100.19,40.0,2025-05-27
Incandescente,50,8.51,Apagada,138,True,32.1,72.2,94.9,78.9,2023-11-22
Halógena,150,8.55,Apagada,199,False,21.9,44.2,112.16,77.3,2024-06-25
Incandescente,50,9.64,Apagada,122,True,27.2,40.5,102.3,46.2,2025-05-04
Halógena,75,9.32,Fallando,239,True,24.1,50.5,95.24,54.6,2024-05-26
Halógena,100,6.42,Fallando,146,True,28.7,55.4,90.1,36.1,2024-07-08
Halógena,50,8.38,Fallando,110,False,33.3,67.3,95.47,72.4,2023-07-12
Halógena,150,6.37,Encendida,171,True,28.1,41.4,96.29,51.4,2025-01-26
Led,50,8.25,Encendida,192,True,25.1,51.7,109.59,89.0,2024-11-24
Incandescente,150,7.29,Encendida,198,False,34.0,47.3,126.07,35.0,2024-03-15
Led,100,9.08,Encendida,178,False,32.2,47.1,121.87,69.8,2023-12-13
Led,50,9.08,Apagada,90,True,33.3,44.7,120.24,71.5,2024-12-24
Led,75,6.89,Fallando,178,True,30.6,60.1,120.6,59.0,2023-09-15
Halógena,150,6.38,Encendida,202,False,34.3,74.8,122.17,76.6,2023-10-19
Halógena,50,8.38,Apagada,219,False,26.7,69.2,90.13,78.7,2023-09-03
Halógena,75,9.0,Apagada,179,True,32.2,71.6,101.98,49.9,2024-02-15
Led,100,8.37,Apagada,61,False,29.0,41.4,106.71,71.5,2024-03-31
Incandescente,150,7.07,Encendida,257,False,26.1,47.5,117.23,35.0,2024-06-22
Halógena,75,6.16,Fallando,90,False,22.5,51.9,120.88,57.6,2024-09-19
Halógena,75,7.2,Fallando,276,False,24.0,66.4,103.32,32.3,2023-09-30
Halógena,100,7.03,Apagada,233,False,28.2,56.6,97.74,67.2,2024-01-11
Led,100,7.85,Apagada,176,True,21.0,68.9,106.11,64.9,2025-01-09
Halógena,75,7.99,Fallando,178,True,30.1,65.2,125.58,84.4,2023-07-08
Incandescente,75,7.49,Apagada,183,False,31.4,59.7,108.89,30.1,2025-03-14
Halógena,100,7.3,Apagada,56,True,24.6,51.0,101.05,86.7,2025-03-08
Led,150,8.84,Encendida,85,True,23.5,51.9,109.34,67.2,2024-02-19
Halógena,100,8.54,Encendida,109,True,26.4,62.4,100.13,36.6,2024-05-13
Halógena,100,9.9,Encendida,212,False,34.9,43.3,118.27,60.4,2023-11-03
Halógena,100,7.12,Apagada,299,False,23.5,70.1,104.3,47.9,2024-10-20
Led,150,6.21,Encendida,181,False,28.5,50.1,114.77,86.6,2023-11-03
Halógena,150,9.32,Apagada,114,False,26.9,58.3,128.09,41.9,2024-03-28
Led,150,9.58,Encendida,179,False,24.9,64.1,120.94,78.4,2025-05-07
Led,150,6.13,Encendida,292,True,27.5,62.2,106.67,75.3,2024-06-21
Halógena,100,9.57,Encendida,236,True,33.7,66.5,115.65,44.0,2024-02-23
Led,100,9.8,Apagada,119,True,32.4,56.4,109.21,58.4,2024-04-25
Led,100,9.2,Fallando,69,False,23.0,69.1,116.44,39.9,2024-11-16
Halógena,150,8.35,Fallando,141,False,20.0,71.9,116.81,49.0,2024-04-12
Led,100,7.07,Encendida,135,False,20.6,66.6,125.17,84.6,2025-01-06
Incandescente,75,9.87,Encendida,188,False,21.0,46.7,105.42,35.6,2024-09-10
Incandescente,150,7.48,Apagada,274,True,21.8,79.4,101.79,46.4,2023-07-06
Halógena,100,7.54,Encendida,167,False,31.5,46.9,119.77,32.0,2024-07-21
Led,100,8.51,Fallando,248,True,24.9,65.9,98.1,65.0,2025-02-28
Halógena,50,6.4,Encendida,101,False,22.2,66.0,125.51,51.5,2024-12-12
Halógena,150,8.62,Encendida,263,False,28.1,60.3,115.48,52.0,2024-09-02
Halógena,100,8.21,Encendida,116,False,24.7,59.0,94.55,62.9,2025-03-01
Led,50,6.07,Apagada,286,True,20.1,72.1,111.48,40.9,2025-05-23
Halógena,100,7.81,Fallando,62,True,33.1,45.9,118.74,48.2,2025-01-30
Led,100,9.65,Apagada,183,True,24.6,65.7,125.58,77.3,2023-07-18
Incandescente,50,9.0,Apagada,220,True,29.3,71.4,104.69,61.0,2025-06-10
Halógena,50,6.16,Apagada,57,True,26.7,41.7,93.78,51.6,2024-08-18
Halógena,75,8.96,Fallando,119,True,33.0,41.9,97.18,67.6,2025-02-06
Halógena,100,7.49,Fallando,178,False,20.8,43.6,101.78,46.7,2023-09-01
Halógena,50,8.42,Encendida,225,True,20.2,48.2,127.39,53.0,2025-04-16
Halógena,75,7.68,Encendida,200,True,25.9,66.1,96.69,38.4,2024-03-30
Led,100,6.01,Encendida,119,False,34.6,55.7,127.21,61.5,2024-07-23
Led,50,9.95,Apagada,273,True,20.1,79.4,112.23,86.6,2024-10-07
Incandescente,50,8.52,Fallando,283,False,24.3,57.9,114.37,87.5,2024-04-28
Halógena,150,7.85,Apagada,66,True,33.7,77.5,95.81,34.2,2023-11-19
Halógena,50,8.32,Encendida,77,False,35.0,56.8,106.16,77.7,2024-07-26
Incandescente,150,7.57,Apagada,150,False,30.8,50.8,122.07,86.6,2024-07-06
Incandescente,150,6.9,Apagada,114,False,27.9,72.3,123.44,43.0,2024-10-04
Incandescente,150,8.8,Encendida,93,True,28.8,54.6,93.3,42.9,2023-08-24
Halógena,150,6.77,Encendida,279,True,24.3,50.7,96.97,81.4,2024-04-16
Led,100,7.32,Fallando,217,False,21.2,70.7,124.41,74.1,2024-01-16
Halógena,75,9.94,Encendida,253,False,21.5,74.7,115.84,87.4,2025-03-02
Halógena,75,8.2,Fallando,123,True,34.2,49.8,106.82,82.7,2025-01-15
Halógena,100,7.28,Fallando,95,False,25.4,48.6,105.82,49.3,2023-11-29
Led,75,7.39,Fallando,133,False,34.5,58.0,116.32,36.3,2023-09-08
Halógena,100,9.83,Apagada,148,True,22.6,57.1,122.16,76.0,2023-07-10
Incandescente,150,9.36,Encendida,112,True,22.4,70.2,109.33,81.2,2025-05-11
Halógena,100,9.08,Encendida,156,False,32.5,40.1,116.46,41.8,2025-06-08
Led,75,8.13,Fallando,74,False,34.2,55.0,113.52,72.6,2025-05-14
Halógena,100,9.01,Encendida,57,False,32.4,67.7,112.94,68.5,2025-05-17
Halógena,100,8.91,Fallando,242,True,32.1,71.1,91.54,36.4,2023-08-12
Incandescente,150,6.89,Encendida,193,False,25.5,72.5,111.64,35.1,2023-12-14
Incandescente,50,9.69,Apagada,244,True,21.7,53.7,118.83,56.7,2023-07-10
Halógena,50,9.57,Apagada,236,False,33.5,67.0,106.29,32.8,2024-10-28
Led,75,6.51,Fallando,98,True,25.3,44.4,127.93,37.2,2024-10-18
Incandescente,50,7.67,Apagada,166,False,25.8,49.7,124.15,52.8,2025-03-15
Halógena,50,6.55,Apagada,94,True,26.4,52.3,118.58,68.2,2024-04-20
Halógena,150,8.18,Apagada,96,False,25.5,61.8,106.12,42.3,2024-02-21
Led,100,9.89,Fallando,75,False,28.4,71.2,94.62,62.4,2024-08-16
Incandescente,75,8.16,Fallando,131,True,24.2,56.2,97.63,87.3,2024-01-30
Led,50,7.78,Encendida,228,True,20.5,55.6,120.68,33.1,2023-11-12
Halógena,100,8.27,Fallando,58,False,31.8,42.8,127.25,65.1,2024-02-14
Halógena,75,7.72,Encendida,179,False,30.8,75.5,125.36,47.8,2024-03-31
Halógena,150,6.52,Fallando,162,True,31.3,79.3,124.34,70.7,2023-08-19
Halógena,50,8.46,Apagada,71,False,20.5,65.1,108.37,35.8,2024-02-24
Incandescente,50,7.94,Apagada,108,False,28.0,57.8,101.87,81.7,2025-02-28
Incandescente,50,8.98,Encendida,151,False,23.3,64.0,124.64,31.0,2023-09-14
Incandescente,75,9.05,Apagada,159,True,32.9,54.7,93.49,41.8,2025-05-31
Led,50,7.11,Encendida,208,True,30.0,76.8,115.45,55.8,2023-08-17
Halógena,100,9.51,Apagada,181,False,22.9,49.0,109.75,73.7,2023-12-01
Halógena,150,9.78,Encendida,286,False,20.2,44.4,125.17,70.3,2024-11-19
Halógena,150,6.05,Encendida,50,False,32.7,79.1,92.89,66.2,2023-09-12
Incandescente,50,6.81,Encendida,154,False,34.7,66.1,100.52,49.0,2025-02-19
Incandescente,100,8.09,Encendida,74,False,30.0,69.7,93.86,84.8,2024-03-10
Halógena,150,7.36,Fallando,99,True,31.4,53.1,123.84,43.9,2024-07-20
Halógena,50,9.87,Fallando,51,True,21.9,40.7,126.11,56.2,2025-03-14
Led,150,7.01,Encendida,132,False,25.9,77.5,121.01,52.2,2023-11-10
Led,75,8.6,Encendida,111,True,31.4,46.6,128.08,39.6,2023-12-07
Halógena,50,9.41,Encendida,232,True,32.6,45.9,92.93,46.7,2024-04-25
Led,100,6.5,Encendida,162,False,33.5,50.9,92.16,75.9,2023-10-17
Halógena,150,6.28,Apagada,107,False,22.4,54.8,104.18,41.3,2024-12-20
Led,50,6.55,Apagada,287,False,20.3,72.4,121.03,44.9,2023-12-10
Led,75,9.44,Fallando,221,True,23.0,40.7,91.73,70.6,2024-02-21
Incandescente,100,9.92,Apagada,164,True,25.6,76.0,114.89,54.8,2025-05-25
Incandescente,150,6.87,Encendida,172,True,34.0,71.2,103.6,37.1,2023-11-30
Incandescente,150,8.6,Apagada,220,True,20.9,43.5,124.23,56.1,2025-05-13
Halógena,75,8.99,Encendida,224,True,22.5,55.6,126.47,70.7,2023-11-29
Halógena,75,9.92,Encendida,174,False,34.0,74.6,123.43,40.1,2024-12-31
Led,100,7.52,Encendida,103,True,34.5,51.3,124.11,35.1,2023-12-11
Led,75,7.29,Fallando,289,False,30.6,52.8,127.51,75.2,2025-01-09
Incandescente,150,9.47,Apagada,290,False,27.5,43.6,124.11,49.3,2023-12-12
Incandescente,100,7.99,Encendida,267,True,29.4,41.1,118.95,77.8,2023-08-22
Halógena,100,7.37,Apagada,251,False,25.6,47.1,117.23,36.1,2023-12-25
Incandescente,75,8.82,Encendida,147,True,22.4,69.9,120.21,30.9,2023-08-09
Led,50,7.61,Apagada,253,False,24.8,53.6,93.82,69.2,2023-10-21
Incandescente,50,9.71,Apagada,276,False,33.6,73.3,92.39,74.6,2025-05-20
Halógena,100,6.36,Encendida,124,False,20.6,64.2,128.84,30.6,2023-10-31
Incandescente,150,7.85,Encendida,229,True,24.1,59.8,108.14,60.5,2025-01-06
Halógena,100,9.93,Apagada,137,True,25.7,53.5,124.08,41.3,2024-09-12
Halógena,50,7.68,Fallando,299,True,22.4,78.2,92.73,61.3,2025-03-06
Halógena,75,7.93,Fallando,229,False,32.5,47.4,116.49,35.0,2023-10-09
Halógena,100,6.4,Fallando,289,False,25.3,41.6,123.78,51.0,2024-01-15
Incandescente,75,7.31,Apagada,198,False,34.8,74.5,127.28,34.6,2023-08-02
Led,50,8.34,Apagada,266,False,32.6,51.2,102.94,66.2,2024-11-15
Led,150,8.19,Apagada,170,True,22.4,41.7,94.91,43.0,2023-11-03
Halógena,75,9.26,Encendida,205,False,27.0,71.0,108.2,51.1,2024-12-29
Halógena,150,6.95,Fallando,224,True,26.5,65.9,91.48,76.3,2024-03-12
Incandescente,50,9.69,Encendida,275,False,31.2,57.9,111.13,76.6,2024-07-16
Halógena,150,7.12,Fallando,282,True,29.8,54.7,94.61,68.2,2025-05-31
Halógena,150,6.25,Encendida,160,True,20.4,42.4,96.0,67.5,2024-05-23
Incandescente,50,7.16,Encendida,183,True,33.1,61.8,123.38,42.3,2023-08-24
Halógena,150,8.96,Encendida,77,False,33.6,44.8,105.81,89.2,2024-11-30
Halógena,100,8.38,Apagada,281,False,26.5,56.2,113.13,71.4,2024-04-13
Halógena,150,7.26,Fallando,246,True,34.9,56.6,113.15,82.3,2023-11-08
Halógena,75,8.98,Encendida,299,True,22.8,76.4,106.75,59.6,2025-05-12
Halógena,75,7.58,Apagada,267,True,32.5,57.5,121.38,72.6,2024-03-31
Halógena,75,6.33,Apagada,202,False,24.3,72.4,114.79,53.2,2025-01-24
Incandescente,75,9.89,Encendida,76,False,29.3,40.6,128.22,58.2,2025-06-23
Halógena,150,8.09,Encendida,256,False,27.8,49.7,112.45,62.2,2025-02-18
Led,75,8.55,Fallando,52,False,21.0,71.2,101.55,51.8,2025-02-10
Halógena,75,8.45,Fallando,265,True,33.6,64.3,123.57,37.5,2024-11-03
Halógena,75,9.9,Fallando,286,True,28.5,48.1,125.39,71.8,2025-01-23
Led,150,8.15,Fallando,100,True,21.8,59.5,121.04,30.9,2024-02-23
Halógena,75,8.92,Apagada,71,True,22.4,64.0,111.02,88.6,2025-03-23
Incandescente,50,7.6,Apagada,282,True,20.4,61.8,107.7,34.9,2025-05-08
Halógena,100,8.19,Encendida,289,False,24.2,41.2,112.28,34.7,2023-10-27
Halógena,50,7.87,Fallando,73,False,25.6,70.7,104.99,61.0,2025-05-11
Halógena,75,8.81,Encendida,95,False,29.8,65.5,106.0,35.3,2025-02-20
Halógena,50,8.94,Encendida,149,True,24.3,59.6,102.15,80.8,2024-10-11
Halógena,100,7.45,Encendida,181,True,21.1,72.8,107.79,30.4,2025-05-31
Led,75,7.46,Fallando,130,True,34.4,78.1,97.2,44.2,2023-11-22
Incandescente,100,9.05,Encendida,253,True,25.7,60.5,97.27,53.6,2024-07-05
Led,50,8.68,Encendida,268,False,32.5,67.8,95.88,61.6,2025-06-14
Led,75,9.73,Apagada,83,False,24.6,65.0,118.9,55.7,2023-07-26
Incandescente,75,7.03,Apagada,189,False,28.9,40.9,124.21,45.1,2023-12-28
Incandescente,75,8.63,Encendida,79,True,31.1,56.9,102.7,71.0,2025-06-12
Halógena,150,9.15,Encendida,282,True,26.7,52.1,129.07,50.1,2025-01-18
Halógena,100,6.99,Apagada,156,True,27.9,40.3,106.37,76.9,2025-05-08
Incandescente,75,6.87,Encendida,195,False,25.8,66.2,109.62,43.1,2024-05-16
Halógena,50,7.14,Fallando,185,True,28.6,42.8,121.6,48.3,2024-07-10
Led,75,9.03,Fallando,286,True,25.8,47.1,120.13,41.3,2023-11-29
Incandescente,150,7.09,Apagada,216,True,25.0,68.1,92.28,37.2,2024-06-11
Halógena,100,9.91,Fallando,101,True,32.0,45.9,95.41,76.7,2023-07-29
Incandescente,50,7.19,Apagada,50,True,30.4,47.9,96.38,31.7,2024-07-17
Led,75,9.62,Encendida,212,True,26.5,74.2,102.58,74.9,2025-01-02
Halógena,50,6.17,Apagada,95,True,25.5,58.2,106.88,34.5,2025-05-10
Incandescente,100,9.45,Encendida,224,False,30.2,45.7,96.33,60.0,2024-02-24
Halógena,100,7.27,Apagada,245,True,25.8,73.0,112.15,89.5,2024-01-22
Halógena,75,8.53,Apagada,246,False,35.0,68.1,105.91,47.4,2023-09-19
